Removed Pin From Net: NetName=VCC Pin=D1-3
Removed Pin From Net: NetName=MCU_G_LED Pin=D3-1
Removed Pin From Net: NetName=MCU_R_LED Pin=D3-4
Removed Pin From Net: NetName=GND Pin=D4-1
Removed Pin From Net: NetName=MAIN_nFAULT Pin=D4-4
Removed Pin From Net: NetName=GND Pin=D5-1
Removed Pin From Net: NetName=DROGUE_nFAULT Pin=D5-4
Removed Pin From Net: NetName=SWDIO Pin=J5-02
Removed Pin From Net: NetName=GND Pin=J5-03
Removed Pin From Net: NetName=SWCLK Pin=J5-04
Removed Pin From Net: NetName=GND Pin=J5-05
Removed Pin From Net: NetName=SWO Pin=J5-06
Removed Pin From Net: NetName=RESETN Pin=J5-10
Removed Pin From Net: NetName=GND Pin=P2-1
Removed Pin From Net: NetName=MAIN_MATCH Pin=P2-3
Removed Member From Class: ClassName=OC_PROT Member=D1
Removed Member From Class: ClassName=EJECTION_CIRCUIT_0 Member=D4
Removed Member From Class: ClassName=EJECTION_CIRCUIT_0 Member=D5
Change Footprint: Footprint Not Found FP-53261-0371-MFG
Change Component Comment : Designator=J5 Old Comment=FTSH-105-01-F-D-RA-K New Comment=53261-0371
Change Component Designator: OldDesignator=J3 NewDesignator=J6
Change Component Designator: OldDesignator=J4 NewDesignator=J7
Change Component Designator: OldDesignator=P1 NewDesignator=P3
Change Component Designator: OldDesignator=P2 NewDesignator=P1
Change Component Designator: OldDesignator=P3 NewDesignator=P2
Change Managed Component Library Link : Designator=J5 Old VaultGUID=275DD9A0-BDD9-47D7-8C38-F690E90B05B9 New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID=12c82e73-564f-4a75-92c8-5d96e29c0ce2 New ItemGUID=59699DB6-132F-4EE4-858B-AB1D2764248E Old RevisionGUID=30a81c73-19e9-4229-969c-265067028549 New RevisionGUID=A7DD21DA-2074-4E84-81EF-D7BE7334BB4E
Change component parameters: Designator = "J5" ("J5"); Footprint = "FTSH-105-01-F-D-RA-K-Footprint-1"; UniqueID = "\XOYAQSDJ" ("\XOYAQSDJ")
Added Pin To Net: NetName=GND Pin=U4-16
Added Pin To Net: NetName=GND Pin=U4-17
Added Pin To Net: NetName=IMU_nRESET Pin=U4-18
Added Pin To Net: NetName=GND Pin=U4-22
Added Pin To Net: NetName=IMU_nCS Pin=U4-23
Added Pin To Net: NetName=BARO_SCLK Pin=U4-24
Added Pin To Net: NetName=GND Pin=U5-3
Added Pin To Net: NetName=BARO_nCS Pin=U5-4
Added Pin To Net: NetName=BARO_nCS Pin=U5-5
Added Pin To Net: NetName=BARO_MISO Pin=U5-6
Added Pin To Net: NetName=BARO_MOSI Pin=U5-7
Added Pin To Net: NetName=BARO_SCLK Pin=U5-8
Added Pin To Net: NetName=GND Pin=U6-2
Added Pin To Net: NetName=GND Pin=U7-1
Added Pin To Net: NetName=GND Pin=U7-4
Added Pin To Net: NetName=GND Pin=U7-26
Added Pin To Net: NetName=GND Pin=U7-33
Added Pin To Net: NetName=X32_P Pin=U8-8
Added Pin To Net: NetName=X32_N Pin=U8-9
Added Pin To Net: NetName=GND Pin=U8-10
Added Pin To Net: NetName=X_P Pin=U8-12
Added Pin To Net: NetName=X_N Pin=U8-13
Added Pin To Net: NetName=RESETN Pin=U8-14
Added Pin To Net: NetName=GND Pin=U8-19
Added Pin To Net: NetName=VDDA Pin=U8-20
Added Pin To Net: NetName=VDDA Pin=U8-21
Added Pin To Net: NetName=MCU_G_LED Pin=U8-22
Added Pin To Net: NetName=MCU_R_LED Pin=U8-23
Added Pin To Net: NetName=GND Pin=U8-26
Added Pin To Net: NetName=GND Pin=U8-49
Added Pin To Net: NetName=CAN1_RX Pin=U8-70
Added Pin To Net: NetName=CAN1_TX Pin=U8-71
Added Pin To Net: NetName=SWDIO Pin=U8-72
Added Pin To Net: NetName=GND Pin=U8-74
Added Pin To Net: NetName=SWCLK Pin=U8-76
Added Pin To Net: NetName=SWO Pin=U8-89
Added Pin To Net: NetName=BOOT Pin=U8-94
Added Pin To Net: NetName=GND Pin=U8-99
Added Pin To Net: NetName=GND Pin=U9-2
Added Pin To Net: NetName=CAN1_N Pin=U9-6
Added Pin To Net: NetName=CAN1_P Pin=U9-7
Added Pin To Net: NetName=CAN1_TX Pin=U10-1
Added Pin To Net: NetName=GND Pin=U10-2
Added Pin To Net: NetName=5V_INT Pin=U10-3
Added Pin To Net: NetName=CAN1_RX Pin=U10-4
Added Pin To Net: NetName=CAN_INH Pin=U10-7
Added Pin To Net: NetName=VCC Pin=U10-10
Added Pin To Net: NetName=CAN0_N Pin=U10-12
Added Pin To Net: NetName=CAN0_P Pin=U10-13
Added Pin To Net: NetName=CAN_nCS Pin=U10-14
Added Pin To Net: NetName=VCC Pin=U11-1
Added Pin To Net: NetName=5V_INT Pin=U11-2
Added Pin To Net: NetName=GND Pin=U11-3
Added Pin To Net: NetName=GND Pin=Y1-2
Added Pin To Net: NetName=GND Pin=Y1-4
Added Pin To Net: NetName=X_N Pin=Y2-1
Added Pin To Net: NetName=GND Pin=Y2-2
Added Pin To Net: NetName=X_P Pin=Y2-3
Added Pin To Net: NetName=GND Pin=Y2-4
Added Pin To Net: NetName=X32_P Pin=Y3-1
Added Pin To Net: NetName=X32_N Pin=Y3-2
Change Net Name : Old Net Name=NOT_USED New Net Name=PRE_5V
Added Pin To Net: NetName=5V Pin=F4-2
Added Net: Name=5V
Added Pin To Net: NetName=AVDD Pin=C10-1
Added Pin To Net: NetName=AVDD Pin=C17-2
Added Pin To Net: NetName=AVDD Pin=C18-2
Added Pin To Net: NetName=AVDD Pin=C19-2
Added Pin To Net: NetName=AVDD Pin=C20-2
Added Pin To Net: NetName=AVDD Pin=C21-2
Added Pin To Net: NetName=AVDD Pin=C22-2
Added Pin To Net: NetName=AVDD Pin=C25-2
Added Pin To Net: NetName=AVDD Pin=C26-2
Added Pin To Net: NetName=AVDD Pin=U6-5
Added Pin To Net: NetName=AVDD Pin=U7-3
Added Pin To Net: NetName=AVDD Pin=U7-13
Added Pin To Net: NetName=AVDD Pin=U7-16
Added Pin To Net: NetName=AVDD Pin=U7-21
Added Net: Name=AVDD
Added Pin To Net: NetName=CAM_1 Pin=J3-1
Added Pin To Net: NetName=CAM_1 Pin=R38-2
Added Net: Name=CAM_1
Added Pin To Net: NetName=CAM_2 Pin=J4-1
Added Pin To Net: NetName=CAM_2 Pin=R40-2
Added Net: Name=CAM_2
Added Pin To Net: NetName=CAM_3 Pin=R43-2
Added Net: Name=CAM_3
Added Pin To Net: NetName=CAM_5V Pin=F1-2
Added Pin To Net: NetName=CAM_5V Pin=F2-2
Added Pin To Net: NetName=CAM_5V Pin=F3-2
Added Net: Name=CAM_5V
Added Pin To Net: NetName=CAM_HS Pin=U7-30
Added Pin To Net: NetName=CAM_HS Pin=U8-28
Added Net: Name=CAM_HS
Added Pin To Net: NetName=CAM_nPWRDWN Pin=R46-2
Added Pin To Net: NetName=CAM_nPWRDWN Pin=U7-31
Added Net: Name=CAM_nPWRDWN
Added Pin To Net: NetName=CAM_nRESET Pin=R45-2
Added Pin To Net: NetName=CAM_nRESET Pin=U7-25
Added Net: Name=CAM_nRESET
Added Pin To Net: NetName=CAM_P0 Pin=U7-12
Added Pin To Net: NetName=CAM_P0 Pin=U8-63
Added Net: Name=CAM_P0
Added Pin To Net: NetName=CAM_P1 Pin=U7-11
Added Pin To Net: NetName=CAM_P1 Pin=U8-64
Added Net: Name=CAM_P1
Added Pin To Net: NetName=CAM_P2 Pin=U7-10
Added Pin To Net: NetName=CAM_P2 Pin=U8-65
Added Net: Name=CAM_P2
Added Pin To Net: NetName=CAM_P3 Pin=U7-9
Added Pin To Net: NetName=CAM_P3 Pin=U8-66
Added Net: Name=CAM_P3
Added Pin To Net: NetName=CAM_P4 Pin=U7-8
Added Pin To Net: NetName=CAM_P4 Pin=U8-79
Added Net: Name=CAM_P4
Added Pin To Net: NetName=CAM_P5 Pin=U7-7
Added Pin To Net: NetName=CAM_P5 Pin=U8-84
Added Net: Name=CAM_P5
Added Pin To Net: NetName=CAM_P6 Pin=U7-6
Added Pin To Net: NetName=CAM_P6 Pin=U8-95
Added Net: Name=CAM_P6
Added Pin To Net: NetName=CAM_P7 Pin=U7-5
Added Pin To Net: NetName=CAM_P7 Pin=U8-96
Added Net: Name=CAM_P7
Added Pin To Net: NetName=CAM_PXL_CLK Pin=U7-32
Added Pin To Net: NetName=CAM_PXL_CLK Pin=U8-30
Added Net: Name=CAM_PXL_CLK
Added Pin To Net: NetName=CAM_SCL Pin=U7-28
Added Net: Name=CAM_SCL
Added Pin To Net: NetName=CAM_SDA Pin=U7-27
Added Net: Name=CAM_SDA
Added Pin To Net: NetName=CAM_VS Pin=U7-29
Added Pin To Net: NetName=CAM_VS Pin=U8-93
Added Net: Name=CAM_VS
Added Pin To Net: NetName=CAN3_RX Pin=U9-4
Added Net: Name=CAN3_RX
Added Pin To Net: NetName=CAN3_TX Pin=U9-1
Added Net: Name=CAN3_TX
Added Pin To Net: NetName=DVDDIO Pin=C1-2
Added Pin To Net: NetName=DVDDIO Pin=C2-2
Added Pin To Net: NetName=DVDDIO Pin=C4-2
Added Pin To Net: NetName=DVDDIO Pin=C5-2
Added Pin To Net: NetName=DVDDIO Pin=C6-2
Added Pin To Net: NetName=DVDDIO Pin=C8-2
Added Pin To Net: NetName=DVDDIO Pin=C11-2
Added Pin To Net: NetName=DVDDIO Pin=C23-2
Added Pin To Net: NetName=DVDDIO Pin=C24-2
Added Pin To Net: NetName=DVDDIO Pin=C28-2
Added Pin To Net: NetName=DVDDIO Pin=C29-2
Added Pin To Net: NetName=DVDDIO Pin=C30-2
Added Pin To Net: NetName=DVDDIO Pin=C31-2
Added Pin To Net: NetName=DVDDIO Pin=C32-2
Added Pin To Net: NetName=DVDDIO Pin=C33-2
Added Pin To Net: NetName=DVDDIO Pin=C34-2
Added Pin To Net: NetName=DVDDIO Pin=C41-2
Added Pin To Net: NetName=DVDDIO Pin=C42-2
Added Pin To Net: NetName=DVDDIO Pin=C46-2
Added Pin To Net: NetName=DVDDIO Pin=C51-2
Added Pin To Net: NetName=DVDDIO Pin=FB1-1
Added Pin To Net: NetName=DVDDIO Pin=J8-01
Added Pin To Net: NetName=DVDDIO Pin=R8-2
Added Pin To Net: NetName=DVDDIO Pin=R16-2
Added Pin To Net: NetName=DVDDIO Pin=R19-2
Added Pin To Net: NetName=DVDDIO Pin=R20-2
Added Pin To Net: NetName=DVDDIO Pin=R36-2
Added Pin To Net: NetName=DVDDIO Pin=R41-2
Added Pin To Net: NetName=DVDDIO Pin=R45-1
Added Pin To Net: NetName=DVDDIO Pin=R46-1
Added Pin To Net: NetName=DVDDIO Pin=R47-2
Added Pin To Net: NetName=DVDDIO Pin=R54-2
Added Pin To Net: NetName=DVDDIO Pin=R60-2
Added Pin To Net: NetName=DVDDIO Pin=R62-1
Added Pin To Net: NetName=DVDDIO Pin=R63-2
Added Pin To Net: NetName=DVDDIO Pin=SW2-2
Added Pin To Net: NetName=DVDDIO Pin=U1-12
Added Pin To Net: NetName=DVDDIO Pin=U2-12
Added Pin To Net: NetName=DVDDIO Pin=U4-8
Added Pin To Net: NetName=DVDDIO Pin=U4-11
Added Pin To Net: NetName=DVDDIO Pin=U4-20
Added Pin To Net: NetName=DVDDIO Pin=U5-1
Added Pin To Net: NetName=DVDDIO Pin=U6-1
Added Pin To Net: NetName=DVDDIO Pin=U7-2
Added Pin To Net: NetName=DVDDIO Pin=U8-6
Added Pin To Net: NetName=DVDDIO Pin=U8-11
Added Pin To Net: NetName=DVDDIO Pin=U8-27
Added Pin To Net: NetName=DVDDIO Pin=U8-50
Added Pin To Net: NetName=DVDDIO Pin=U8-75
Added Pin To Net: NetName=DVDDIO Pin=U8-100
Added Pin To Net: NetName=DVDDIO Pin=U9-3
Added Pin To Net: NetName=DVDDIO Pin=U10-5
Added Net: Name=DVDDIO
Added Pin To Net: NetName=EXT_3V3_SENSE Pin=R30-1
Added Pin To Net: NetName=EXT_3V3_SENSE Pin=R31-2
Added Net: Name=EXT_3V3_SENSE
Added Pin To Net: NetName=EXT_5V_SENSE Pin=R21-1
Added Pin To Net: NetName=EXT_5V_SENSE Pin=R22-2
Added Net: Name=EXT_5V_SENSE
Added Pin To Net: NetName=EXT_VCC_SENSE Pin=R25-1
Added Pin To Net: NetName=EXT_VCC_SENSE Pin=R26-2
Added Net: Name=EXT_VCC_SENSE
Added Pin To Net: NetName=NetC3_1 Pin=C3-1
Added Pin To Net: NetName=NetC3_1 Pin=U3-4
Added Net: Name=NetC3_1
Added Pin To Net: NetName=NetC7_2 Pin=C7-2
Added Pin To Net: NetName=NetC7_2 Pin=U4-10
Added Net: Name=NetC7_2
Added Pin To Net: NetName=NetC12_2 Pin=C12-2
Added Pin To Net: NetName=NetC12_2 Pin=R40-1
Added Pin To Net: NetName=NetC12_2 Pin=R42-2
Added Net: Name=NetC12_2
Added Pin To Net: NetName=NetC14_2 Pin=C14-2
Added Pin To Net: NetName=NetC14_2 Pin=R43-1
Added Pin To Net: NetName=NetC14_2 Pin=R44-2
Added Net: Name=NetC14_2
Added Pin To Net: NetName=NetC37_2 Pin=C37-2
Added Pin To Net: NetName=NetC37_2 Pin=C38-2
Added Pin To Net: NetName=NetC37_2 Pin=U8-48
Added Net: Name=NetC37_2
Added Pin To Net: NetName=NetC39_2 Pin=C39-2
Added Pin To Net: NetName=NetC39_2 Pin=C40-2
Added Pin To Net: NetName=NetC39_2 Pin=U8-73
Added Net: Name=NetC39_2
Added Pin To Net: NetName=NetC48_2 Pin=C48-2
Added Pin To Net: NetName=NetC48_2 Pin=R50-1
Added Pin To Net: NetName=NetC48_2 Pin=R51-1
Added Pin To Net: NetName=NetC48_2 Pin=SW1-1
Added Net: Name=NetC48_2
Added Pin To Net: NetName=NetD1_2 Pin=D1-2
Added Pin To Net: NetName=NetD1_2 Pin=R17-1
Added Net: Name=NetD1_2
Added Pin To Net: NetName=NetD1_3 Pin=D1-3
Added Pin To Net: NetName=NetD1_3 Pin=R19-1
Added Net: Name=NetD1_3
Added Pin To Net: NetName=NetD2_3 Pin=D2-3
Added Pin To Net: NetName=NetD2_3 Pin=R20-1
Added Net: Name=NetD2_3
Added Pin To Net: NetName=NetF1_1 Pin=F1-1
Added Pin To Net: NetName=NetF1_1 Pin=J3-2
Added Net: Name=NetF1_1
Added Pin To Net: NetName=NetF2_1 Pin=F2-1
Added Pin To Net: NetName=NetF2_1 Pin=J4-2
Added Net: Name=NetF2_1
Added Pin To Net: NetName=NetF3_1 Pin=F3-1
Added Net: Name=NetF3_1
Added Pin To Net: NetName=NetF5_2 Pin=F5-2
Added Pin To Net: NetName=NetF5_2 Pin=Q7-5-6-7-8
Added Net: Name=NetF5_2
Added Pin To Net: NetName=NetQ1_4 Pin=Q1-4
Added Pin To Net: NetName=NetQ1_4 Pin=R2-1
Added Pin To Net: NetName=NetQ1_4 Pin=R5-2
Added Net: Name=NetQ1_4
Added Pin To Net: NetName=NetQ2_2 Pin=Q2-2
Added Pin To Net: NetName=NetQ2_2 Pin=R6-1
Added Pin To Net: NetName=NetQ2_2 Pin=R7-2
Added Net: Name=NetQ2_2
Added Pin To Net: NetName=NetQ2_5 Pin=Q2-5
Added Pin To Net: NetName=NetQ2_5 Pin=R14-1
Added Pin To Net: NetName=NetQ2_5 Pin=R15-2
Added Net: Name=NetQ2_5
Added Pin To Net: NetName=NetQ2_6 Pin=Q2-6
Added Pin To Net: NetName=NetQ2_6 Pin=R2-2
Added Net: Name=NetQ2_6
Added Pin To Net: NetName=NetQ3_4 Pin=Q3-4
Added Pin To Net: NetName=NetQ3_4 Pin=R10-1
Added Pin To Net: NetName=NetQ3_4 Pin=R13-2
Added Net: Name=NetQ3_4
Added Net: Name=NetQ4_1
Added Pin To Net: NetName=NetQ6_1 Pin=Q6-1
Added Pin To Net: NetName=NetQ6_1 Pin=R33-1
Added Pin To Net: NetName=NetQ6_1 Pin=R34-2
Added Net: Name=NetQ6_1
Added Pin To Net: NetName=NetQ7_1 Pin=Q7-1
Added Pin To Net: NetName=NetQ7_1 Pin=Q7-2
Added Pin To Net: NetName=NetQ7_1 Pin=Q7-3
Added Pin To Net: NetName=NetQ7_1 Pin=Q8-1
Added Pin To Net: NetName=NetQ7_1 Pin=Q8-2
Added Pin To Net: NetName=NetQ7_1 Pin=Q8-3
Added Pin To Net: NetName=NetQ7_1 Pin=R35-1
Added Net: Name=NetQ7_1
Added Pin To Net: NetName=NetQ9_1 Pin=Q9-1
Added Pin To Net: NetName=NetQ9_1 Pin=R56-1
Added Pin To Net: NetName=NetQ9_1 Pin=R59-1
Added Net: Name=NetQ9_1
Added Pin To Net: NetName=NetQ9_3 Pin=Q9-3
Added Pin To Net: NetName=NetQ9_3 Pin=R55-2
Added Net: Name=NetQ9_3
Added Pin To Net: NetName=NetR29_1 Pin=R29-1
Added Pin To Net: NetName=NetR29_1 Pin=R32-2
Added Net: Name=NetR29_1
Added Pin To Net: NetName=NetR37_2 Pin=R37-2
Added Pin To Net: NetName=NetR37_2 Pin=U5-2
Added Net: Name=NetR37_2
Added Pin To Net: NetName=NetR51_2 Pin=R51-2
Added Pin To Net: NetName=NetR51_2 Pin=U10-9
Added Net: Name=NetR51_2
Added Pin To Net: NetName=NetR57_2 Pin=R57-2
Added Pin To Net: NetName=NetR57_2 Pin=SW2-1
Added Net: Name=NetR57_2
Added Pin To Net: NetName=NetR58_2 Pin=R58-2
Added Pin To Net: NetName=NetR58_2 Pin=SW3-1
Added Net: Name=NetR58_2
Added Pin To Net: NetName=nSHDN Pin=C13-2
Added Pin To Net: NetName=nSHDN Pin=R41-1
Added Pin To Net: NetName=nSHDN Pin=U6-3
Added Net: Name=nSHDN
Added Pin To Net: NetName=POST_SW_SENSE Pin=R64-1
Added Pin To Net: NetName=POST_SW_SENSE Pin=R65-2
Added Net: Name=POST_SW_SENSE
Added Pin To Net: NetName=PRE_3V3_CUTOFF_MOSFET Pin=Q6-2
Added Pin To Net: NetName=PRE_3V3_CUTOFF_MOSFET Pin=R32-1
Added Pin To Net: NetName=PRE_3V3_CUTOFF_MOSFET Pin=R34-1
Added Pin To Net: NetName=PRE_3V3_CUTOFF_MOSFET Pin=U3-1
Added Net: Name=PRE_3V3_CUTOFF_MOSFET
Added Pin To Net: NetName=PRE_SW_SENSE Pin=R23-1
Added Pin To Net: NetName=PRE_SW_SENSE Pin=R24-2
Added Net: Name=PRE_SW_SENSE
Added Pin To Net: NetName=SPI2_MISO Pin=U10-6
Added Net: Name=SPI2_MISO
Added Pin To Net: NetName=SPI2_MOSI Pin=U10-11
Added Net: Name=SPI2_MOSI
Added Pin To Net: NetName=SPI2_SCLK Pin=U10-8
Added Net: Name=SPI2_SCLK
Added Pin To Net: NetName=VIN1 Pin=C9-1
Added Pin To Net: NetName=VIN1 Pin=U7-17
Added Net: Name=VIN1
Added Pin To Net: NetName=VIN2 Pin=C12-1
Added Pin To Net: NetName=VIN2 Pin=U7-18
Added Net: Name=VIN2
Added Pin To Net: NetName=VIN3 Pin=C14-1
Added Pin To Net: NetName=VIN3 Pin=U7-22
Added Net: Name=VIN3
Added Pin To Net: NetName=VREF_N Pin=C27-2
Added Pin To Net: NetName=VREF_N Pin=U7-20
Added Net: Name=VREF_N
Added Pin To Net: NetName=VREF_P Pin=C27-1
Added Pin To Net: NetName=VREF_P Pin=U7-19
Added Net: Name=VREF_P
Added Pin To Net: NetName=XTAL_N Pin=C16-2
Added Pin To Net: NetName=XTAL_N Pin=U7-15
Added Pin To Net: NetName=XTAL_N Pin=Y1-3
Added Net: Name=XTAL_N
Added Pin To Net: NetName=XTAL_P Pin=C15-2
Added Pin To Net: NetName=XTAL_P Pin=U7-14
Added Pin To Net: NetName=XTAL_P Pin=Y1-1
Added Net: Name=XTAL_P
Change Class Name : Old Net Name=HYDRA_V3_RECOVERY New Net Name=HYDRA_V4_RECOVERY
Added Class: Name=CAMERA_IF
Added Differential Pair: Name=VREF
Added Differential Pair: Name=XTAL
Added Member To Class: ClassName=EJECTION_CIRCUIT_0 Member=Component C1 100n
Added Member To Class: ClassName=EJECTION_CIRCUIT_0 Member=Component C2 100n
Added Member To Class: ClassName=OC_PROT Member=Component C3 C0402C104K8PACTU
Added Member To Class: ClassName=SENSOR_BANK_0 Member=Component C4 10n
Added Member To Class: ClassName=SENSOR_BANK_0 Member=Component C5 10n
Added Member To Class: ClassName=SENSOR_BANK_0 Member=Component C6 100n
Added Member To Class: ClassName=SENSOR_BANK_0 Member=Component C7 100n
Added Member To Class: ClassName=SENSOR_BANK_0 Member=Component C8 100n
Added Member To Class: ClassName=MCU_0 Member=Component C28 100n
Added Member To Class: ClassName=MCU_0 Member=Component C29 4.7u
Added Member To Class: ClassName=MCU_0 Member=Component C30 100n
Added Member To Class: ClassName=MCU_0 Member=Component C31 100n
Added Member To Class: ClassName=MCU_0 Member=Component C32 100n
Added Member To Class: ClassName=MCU_0 Member=Component C33 100n
Added Member To Class: ClassName=MCU_0 Member=Component C34 100n
Added Member To Class: ClassName=MCU_0 Member=Component C35 1u
Added Member To Class: ClassName=MCU_0 Member=Component C36 100n
Added Member To Class: ClassName=MCU_0 Member=Component C37 2.2u
Added Member To Class: ClassName=MCU_0 Member=Component C38 100n
Added Member To Class: ClassName=MCU_0 Member=Component C39 2.2u
Added Member To Class: ClassName=MCU_0 Member=Component C40 100n
Added Member To Class: ClassName=MCU_0 Member=Component C41 1u
Added Member To Class: ClassName=MCU_0 Member=Component C42 100n
Added Member To Class: ClassName=MCU_0 Member=Component C43 1u
Added Member To Class: ClassName=MCU_0 Member=Component C44 100n
Added Member To Class: ClassName=MCU_0 Member=Component C45 100n
Added Member To Class: ClassName=MCU_0 Member=Component C46 100n
Added Member To Class: ClassName=MCU_0 Member=Component C47 100n
Added Member To Class: ClassName=MCU_0 Member=Component C48 100n
Added Member To Class: ClassName=MCU_0 Member=Component C49 100n
Added Member To Class: ClassName=MCU_0 Member=Component C50 10u
Added Member To Class: ClassName=MCU_0 Member=Component C51 100n
Added Member To Class: ClassName=MCU_0 Member=Component C52 100n
Added Member To Class: ClassName=MCU_0 Member=Component C53 6.8p
Added Member To Class: ClassName=MCU_0 Member=Component C54 6.8p
Added Member To Class: ClassName=MCU_0 Member=Component C55 18p
Added Member To Class: ClassName=MCU_0 Member=Component C56 18p
Added Member To Class: ClassName=EJECTION_CIRCUIT_0 Member=Component D1 150066RG54050
Added Member To Class: ClassName=EJECTION_CIRCUIT_0 Member=Component D2 150066RG54050
Added Member To Class: ClassName=MCU_0 Member=Component D4 150066RG54050
Added Member To Class: ClassName=HYDRA_V4_RECOVERY Member=Component F1 MF-FSMF050X-2
Added Member To Class: ClassName=HYDRA_V4_RECOVERY Member=Component F2 MF-FSMF050X-2
Added Member To Class: ClassName=HYDRA_V4_RECOVERY Member=Component F3 MF-FSMF050X-2
Added Member To Class: ClassName=OC_PROT Member=Component F4 0466003.NR
Added Member To Class: ClassName=OC_PROT Member=Component F5 0466003.NR
Added Member To Class: ClassName=MCU_0 Member=Component FB1 BLM15PX601SN1D
Added Member To Class: ClassName=HYDRA_V4_RECOVERY Member=Component J5 53261-0371
Added Member To Class: ClassName=HYDRA_V4_RECOVERY Member=Component J6 TFML-110-02-L-D-A
Added Member To Class: ClassName=HYDRA_V4_RECOVERY Member=Component J7 TFML-110-02-L-D-A
Added Member To Class: ClassName=MCU_0 Member=Component J8 FTSH-105-01-F-D-RA-K
Added Member To Class: ClassName=EJECTION_CIRCUIT_0 Member=Component Q1 SISH615ADN-T1-GE3
Added Member To Class: ClassName=EJECTION_CIRCUIT_0 Member=Component Q2 SSM6N7002KFU,LF
Added Member To Class: ClassName=EJECTION_CIRCUIT_0 Member=Component Q3 SISH615ADN-T1-GE3
Add Class Member: Failed to add class member : Component Q4 SISH615ADN-T1-GE3
Add Class Member: Failed to add class member : Component Q5 SISH615ADN-T1-GE3
Added Member To Class: ClassName=OC_PROT Member=Component Q6 BSS138W-7-F
Added Member To Class: ClassName=SAFETY_SWITCH_0 Member=Component Q7 SISH615ADN-T1-GE3
Added Member To Class: ClassName=SAFETY_SWITCH_0 Member=Component Q8 SISH615ADN-T1-GE3
Added Member To Class: ClassName=MCU_0 Member=Component Q9 DMG1013UW-7
Added Member To Class: ClassName=EJECTION_CIRCUIT_0 Member=Component R1 100k
Added Member To Class: ClassName=EJECTION_CIRCUIT_0 Member=Component R2 1k
Added Member To Class: ClassName=EJECTION_CIRCUIT_0 Member=Component R3 100k
Added Member To Class: ClassName=EJECTION_CIRCUIT_0 Member=Component R4 20k
Added Member To Class: ClassName=EJECTION_CIRCUIT_0 Member=Component R5 100k
Added Member To Class: ClassName=EJECTION_CIRCUIT_0 Member=Component R6 1k
Added Member To Class: ClassName=EJECTION_CIRCUIT_0 Member=Component R7 100k
Added Member To Class: ClassName=EJECTION_CIRCUIT_0 Member=Component R8 10k
Added Member To Class: ClassName=EJECTION_CIRCUIT_0 Member=Component R9 100k
Added Member To Class: ClassName=EJECTION_CIRCUIT_0 Member=Component R10 1k
Added Member To Class: ClassName=EJECTION_CIRCUIT_0 Member=Component R11 100k
Added Member To Class: ClassName=EJECTION_CIRCUIT_0 Member=Component R12 20k
Added Member To Class: ClassName=EJECTION_CIRCUIT_0 Member=Component R13 100k
Added Member To Class: ClassName=EJECTION_CIRCUIT_0 Member=Component R14 1k
Added Member To Class: ClassName=EJECTION_CIRCUIT_0 Member=Component R15 100k
Added Member To Class: ClassName=EJECTION_CIRCUIT_0 Member=Component R16 10k
Added Member To Class: ClassName=EJECTION_CIRCUIT_0 Member=Component R17 330
Added Member To Class: ClassName=EJECTION_CIRCUIT_0 Member=Component R18 330
Added Member To Class: ClassName=EJECTION_CIRCUIT_0 Member=Component R19 330
Added Member To Class: ClassName=EJECTION_CIRCUIT_0 Member=Component R20 330
Added Member To Class: ClassName=OC_PROT Member=Component R21 100k
Added Member To Class: ClassName=OC_PROT Member=Component R22 100k
Added Member To Class: ClassName=OC_PROT Member=Component R23 100k
Added Member To Class: ClassName=OC_PROT Member=Component R24 20k
Added Member To Class: ClassName=OC_PROT Member=Component R25 100k
Added Member To Class: ClassName=OC_PROT Member=Component R26 20k
Added Member To Class: ClassName=OC_PROT Member=Component R27 ERJ3EKF1002V
